10,32,1
11,32,1
11,33,1
4,27,1
4,28,1
5,28,1
6,28,1
7,28,1
7,29,1
8,29,1
11,31,1
12,33,1
12,34,1
12,31,1
12,32,1
13,34,1
14,38,1
14,39,1
13,32,1
13,33,1
15,38,1
15,39,1
4,59,1
5,59,1
3,60,1
6,59,1
11,56,1
4,60,1
5,60,1
3,61,1
6,60,1
11,57,1
4,26,1
5,27,1
6,27,1
7,27,1
8,28,1
5,26,1
8,27,1
13,31,1
14,33,1
14,34,1
14,31,1
14,32,1
16,38,1
16,39,1
16,40,1
17,40,1
16,47,1
16,48,1
4,61,1
5,61,1
12,55,1
12,56,1
12,57,1
13,55,1
13,56,1
13,57,1
14,54,1
14,55,1
14,56,1
3,62,1
4,62,1
5,62,1
13,58,1
14,57,1
15,54,1
6,26,1
15,33,1
15,31,1
15,32,1
17,38,1
17,39,1
18,40,1
2,62,1
3,63,1
12,60,1
13,59,1
14,58,1
15,55,1
15,56,1
15,57,1
16,54,1
18,38,1
18,39,1
4,63,1
5,63,1
13,60,1
14,59,1
15,58,1
16,55,1
4,25,1
7,26,1
5,25,1
8,26,1
6,25,1
7,25,1
5,24,1
8,25,1
9,26,1
6,24,1
9,25,1
16,32,1
16,33,1
4,22,1
5,23,1
6,23,1
7,23,1
7,24,1
8,24,1
9,24,1
10,24,1
16,31,1
17,33,1
17,31,1
17,32,1
19,38,1
19,39,1
18,32,1
18,33,1
19,40,1
19,41,1
20,38,1
20,39,1
11,61,1
14,60,1
15,59,1
16,56,1
11,62,1
12,61,1
13,61,1
14,61,1
15,60,1
16,57,1
4,21,1
5,22,1
6,22,1
7,22,1
8,23,1
9,23,1
10,23,1
5,21,1
8,22,1
11,23,1
18,31,1
19,33,1
19,31,1
19,32,1
20,40,1
20,41,1
21,38,1
21,39,1
21,40,1
21,41,1
21,42,1
22,40,1
16,58,1
17,55,1
16,59,1
17,56,1
12,62,1
15,61,1
16,60,1
17,57,1
17,53,1
17,54,1
17,58,1
18,55,1
17,59,1
18,56,1
13,62,1
16,61,1
17,60,1
18,57,1
16,50,1
17,50,1
18,53,1
18,54,1
19,54,1
19,55,1
19,56,1
13,63,1
14,62,1
15,62,1
16,62,1
17,61,1
19,57,1
19,53,1
20,54,1
6,21,1
9,22,1
20,33,1
20,31,1
20,32,1
22,38,1
22,39,1
22,41,1
22,42,1
23,40,1
3,68,1
12,63,1
13,64,1
14,63,1
14,64,1
15,63,1
15,64,1
16,63,1
17,62,1
18,61,1
20,55,1
20,56,1
20,57,1
16,49,1
20,53,1
21,54,1
23,39,1
4,68,1
16,64,1
17,63,1
18,62,1
20,58,1
21,55,1
4,20,1
7,21,1
10,22,1
5,20,1
8,21,1
11,22,1
6,20,1
9,21,1
7,20,1
10,21,1
3,20,1
5,19,1
8,20,1
11,21,1
6,19,1
9,20,1
12,21,1
21,32,1
21,33,1
3,18,1
3,19,1
4,17,1
4,18,1
4,19,1
5,18,1
6,18,1
7,18,1
7,19,1
8,19,1
9,19,1
10,20,1
10,19,1
11,20,1
12,20,1
13,21,1
13,20,1
21,31,1
22,33,1
22,31,1
22,32,1
23,41,1
23,42,1
24,39,1
23,32,1
23,33,1
24,40,1
24,41,1
24,42,1
25,39,1
14,65,1
17,64,1
18,63,1
21,56,1
15,65,1
16,65,1
21,57,1
2,17,1
3,17,1
5,17,1
6,17,1
7,17,1
8,18,1
9,18,1
10,18,1
11,19,1
12,19,1
13,19,1
8,17,1
11,18,1
23,31,1
24,31,1
24,32,1
24,43,1
25,40,1
25,41,1
25,42,1
26,39,1
26,40,1
26,41,1
26,42,1
27,40,1
21,58,1
21,52,1
21,53,1
22,55,1
22,56,1
22,57,1
17,48,1
17,49,1
18,49,1
22,53,1
22,54,1
22,58,1
22,52,1
23,55,1
23,56,1
23,57,1
17,47,1
18,48,1
23,53,1
23,54,1
23,51,1
23,52,1
24,54,1
23,58,1
24,55,1
24,56,1
13,68,1
24,57,1
24,53,1
24,51,1
24,52,1
25,54,1
6,16,1
9,17,1
12,18,1
25,31,1
25,32,1
27,39,1
27,41,1
27,42,1
28,40,1
1,68,1
1,69,1
1,70,1
1,71,1
1,72,1
2,68,1
2,69,1
2,70,1
2,71,1
2,72,1
3,69,1
3,70,1
3,71,1
3,72,1
3,73,1
4,69,1
4,70,1
4,71,1
4,72,1
5,69,1
5,70,1
5,71,1
5,72,1
6,69,1
6,70,1
6,71,1
6,72,1
7,69,1
7,70,1
7,71,1
13,69,1
14,68,1
15,68,1
14,69,1
15,69,1
25,55,1
25,56,1
25,57,1
24,50,1
25,53,1
25,51,1
25,52,1
26,54,1
28,39,1
4,73,1
7,72,1
8,69,1
8,70,1
8,71,1
16,69,1
21,66,1
22,65,1
26,55,1
2,16,1
7,16,1
10,17,1
13,18,1
8,16,1
11,17,1
9,16,1
12,17,1
7,15,1
10,16,1
13,17,1
8,15,1
11,16,1
9,15,1
12,16,1
26,32,1
7,14,1
8,14,1
9,14,1
10,15,1
10,14,1
11,15,1
12,15,1
13,16,1
13,15,1
26,31,1
27,32,1
28,41,1
28,42,1
28,38,1
29,39,1
28,32,1
29,40,1
29,41,1
29,42,1
29,36,1
29,37,1
29,38,1
30,39,1
11,69,1
12,69,1
14,70,1
20,68,1
21,67,1
22,66,1
26,56,1
15,70,1
16,70,1
19,69,1
26,57,1
8,13,1
9,13,1
10,13,1
11,14,1
12,14,1
13,14,1
8,12,1
11,13,1
14,14,1
30,40,1
30,41,1
30,42,1
30,36,1
30,37,1
30,38,1
31,39,1
30,43,1
31,40,1
31,41,1
31,42,1
31,37,1
31,38,1
32,40,1
25,50,1
26,52,1
26,53,1
27,55,1
27,56,1
27,57,1
27,53,1
27,54,1
28,55,1
28,56,1
28,57,1
28,53,1
28,54,1
28,51,1
28,52,1
29,54,1
28,58,1
29,55,1
29,56,1
9,69,1
9,70,1
9,71,1
10,69,1
10,70,1
10,71,1
10,72,1
11,70,1
11,71,1
11,72,1
12,70,1
12,71,1
12,72,1
13,70,1
13,71,1
13,72,1
13,73,1
14,71,1
14,72,1
15,71,1
15,72,1
16,71,1
16,72,1
17,70,1
17,71,1
29,57,1
28,50,1
29,53,1
29,51,1
29,52,1
30,54,1
9,12,1
12,13,1
30,35,1
32,39,1
32,41,1
32,42,1
32,38,1
33,40,1
2,73,1
1,75,1
2,74,1
3,74,1
4,74,1
5,73,1
1,76,1
2,75,1
3,75,1
4,75,1
5,74,1
1,77,1
2,76,1
3,76,1
4,76,1
5,75,1
6,73,1
6,74,1
2,77,1
5,76,1
6,75,1
7,73,1
7,74,1
3,77,1
8,72,1
3,78,1
4,77,1
5,77,1
8,73,1
8,74,1
9,72,1
9,73,1
9,74,1
10,73,1
10,74,1
10,75,1
11,73,1
11,74,1
12,73,1
13,74,1
14,73,1
15,73,1
16,73,1
18,70,1
19,70,1
14,74,1
15,74,1
20,69,1
29,58,1
30,55,1
29,59,1
30,56,1
30,57,1
29,50,1
30,53,1
29,48,1
29,49,1
30,51,1
30,52,1
31,54,1
33,39,1
4,78,1
11,75,1
12,74,1
20,70,1
20,71,1
21,69,1
21,68,1
21,70,1
21,71,1
22,67,1
22,68,1
22,69,1
22,70,1
23,65,1
23,66,1
23,67,1
23,68,1
23,69,1
23,70,1
24,65,1
24,66,1
24,67,1
24,68,1
24,69,1
24,70,1
25,65,1
25,66,1
25,67,1
25,68,1
25,69,1
26,67,1
26,68,1
30,58,1
31,55,1
10,12,1
13,13,1
8,11,1
11,12,1
14,13,1
9,11,1
12,12,1
15,13,1
10,11,1
13,12,1
16,13,1
8,10,1
11,11,1
14,12,1
9,10,1
12,11,1
15,12,1
10,10,1
11,10,1
9,9,1
12,10,1
13,11,1
10,9,1
13,10,1
14,11,1
16,12,1
33,41,1
14,75,1
22,71,1
22,72,1
23,71,1
23,72,1
24,71,1
25,70,1
26,69,1
30,59,1
31,56,1
31,57,1
11,9,1
12,9,1
10,8,1
13,9,1
14,10,1
11,8,1
14,9,1
30,47,1
30,48,1
31,47,1
30,50,1
30,49,1
31,52,1
31,53,1
31,58,1
32,55,1
31,59,1
32,56,1
32,57,1
31,50,1
31,51,1
32,53,1
32,54,1
32,52,1
32,58,1
32,59,1
33,57,1
31,49,1
32,50,1
32,51,1
33,53,1
33,54,1
31,48,1
32,49,1
33,51,1
33,52,1
33,58,1
33,59,1
12,75,1
13,75,1
33,50,1
34,53,1
34,51,1
34,52,1
12,8,1
2,78,1
0,78,1
0,79,1
1,78,1
1,79,1
1,80,1
2,79,1
3,79,1
4,79,1
5,78,1
1,81,1
2,80,1
3,80,1
4,80,1
5,79,1
1,82,1
2,81,1
3,81,1
4,81,1
5,80,1
2,82,1
5,81,1
3,82,1
6,81,1
3,83,1
4,82,1
5,82,1
6,82,1
24,72,1
34,58,1
34,50,1
4,83,1
7,82,1
24,73,1
24,74,1
25,71,1
25,72,1
25,73,1
26,70,1
24,75,1
25,74,1
26,71,1
26,72,1
27,69,1
27,70,1
28,69,1
28,70,1
29,69,1
29,70,1
29,71,1
30,69,1
30,70,1
30,71,1
35,58,1
10,7,1
13,8,1
11,7,1
14,8,1
12,7,1
13,7,1
11,6,1
14,7,1
12,6,1
13,6,1
11,5,1
14,6,1
12,5,1
15,6,1
13,5,1
20,9,1
25,75,1
26,75,1
31,69,1
11,4,1
14,5,1
12,4,1
15,5,1
13,4,1
11,3,1
14,4,1
36,58,1
37,58,1
38,57,1
38,58,1
38,59,1
12,3,1
15,4,1
2,83,1
0,84,1
1,83,1
1,84,1
1,85,1
2,84,1
3,84,1
4,84,1
5,83,1
6,83,1
0,85,1
1,86,1
2,85,1
3,85,1
4,85,1
5,84,1
6,84,1
1,87,1
2,86,1
3,86,1
4,86,1
5,85,1
6,85,1
2,87,1
5,86,1
3,87,1
6,86,1
3,88,1
4,87,1
5,87,1
6,87,1
7,86,1
39,58,1
4,88,1
7,87,1
31,70,1
31,71,1
32,69,1
32,70,1
32,71,1
33,69,1
33,70,1
33,71,1
34,70,1
32,75,1
33,75,1
39,57,1
39,59,1
40,58,1
13,3,1
11,2,1
14,3,1
12,2,1
15,3,1
13,2,1
11,1,1
14,2,1
12,1,1
15,2,1
13,1,1
16,2,1
8,1,1
9,1,1
10,1,1
11,0,1
14,1,1
12,0,1
15,1,1
13,0,1
16,1,1
7,1,1
8,0,1
9,0,1
10,0,1
14,0,1
17,1,1
15,0,1
16,0,1
7,0,1
17,0,1
40,57,1
40,59,1
41,58,1
41,57,1
41,59,1
42,58,1
42,57,1
42,59,1
43,57,1
43,58,1
43,59,1
2,88,1
0,88,1
0,89,1
1,88,1
1,89,1
1,90,1
2,89,1
3,89,1
4,89,1
5,88,1
6,88,1
7,88,1
8,87,1
9,87,1
0,90,1
1,91,1
2,90,1
3,90,1
4,90,1
5,89,1
6,89,1
7,89,1
8,88,1
9,88,1
10,87,1
0,91,1
1,92,1
2,91,1
3,91,1
4,91,1
5,90,1
6,90,1
7,90,1
8,89,1
9,89,1
10,88,1
2,92,1
5,91,1
8,90,1
3,92,1
6,91,1
9,90,1
10,89,1
0,92,1
3,93,1
4,92,1
5,92,1
6,92,1
7,91,1
8,91,1
9,91,1
10,90,1
11,88,1
11,89,1
44,58,1
4,93,1
7,92,1
31,76,1
34,75,1
32,76,1
35,75,1
33,76,1
36,75,1
44,57,1
44,59,1
45,58,1
6,1,1
4,0,1
5,0,1
6,0,1
46,58,1
2,93,1
0,93,1
1,93,1
1,94,1
1,95,1
2,94,1
3,94,1
4,94,1
5,93,1
1,96,1
2,95,1
3,95,1
4,95,1
5,94,1
1,97,1
2,96,1
3,96,1
4,96,1
5,95,1
2,97,1
3,97,1
3,98,1
4,97,1
5,97,1
4,98,1
2,98,1
1,98,1
1,99,1
1,100,1
2,99,1
3,99,1
4,99,1
5,98,1
1,101,1
2,100,1
3,100,1
4,100,1
5,99,1
1,102,1
2,101,1
3,101,1
4,101,1
5,100,1
6,100,1
2,102,1
5,101,1
3,102,1
6,101,1
3,103,1
4,102,1
5,102,1
6,102,1
4,103,1
2,103,1
1,103,1
1,104,1
0,104,1
1,105,1
2,104,1
3,104,1
4,104,1
5,103,1
6,103,1
0,105,1
1,106,1
2,105,1
3,105,1
4,105,1
5,104,1
6,104,1
0,106,1
1,107,1
2,106,1
3,106,1
4,106,1
5,105,1
6,105,1
2,107,1
5,106,1
3,107,1
6,106,1
0,107,1
3,108,1
4,107,1
5,107,1
6,107,1
4,108,1
2,108,1
1,108,1
0,108,1
1,109,1
0,109,1
1,110,1
2,109,1
3,109,1
4,109,1
5,108,1
1,111,1
2,110,1
3,110,1
4,110,1
5,109,1
1,112,1
2,111,1
3,111,1
4,111,1
5,110,1
2,112,1
5,111,1
3,112,1
3,113,1
4,112,1
5,112,1
6,112,1
4,113,1
2,113,1
2,114,1
3,114,1
4,114,1
5,113,1
6,113,1
1,116,1
2,115,1
3,115,1
1,117,1
2,116,1
3,116,1
2,117,1
3,117,1
3,118,1
4,118,1
2,118,1
1,118,1
2,119,1
3,119,1
4,119,1
1,119,1
1,120,1
1,121,1
2,120,1
3,120,1
4,120,1
0,121,1
1,122,1
2,121,1
3,121,1
4,121,1
2,122,1
3,122,1
0,122,1
3,123,1
4,122,1
5,122,1
4,123,1
2,123,1
1,123,1
0,123,1
2,124,1
5,123,1
3,124,1
6,123,1
4,124,1
1,124,1
1,125,1
1,126,1
2,125,1
3,125,1
4,125,1
5,124,1
6,124,1
0,126,1
1,127,1
2,126,1
3,126,1
4,126,1
5,125,1
6,125,1
2,127,1
5,126,1
3,127,1
6,126,1
0,127,1
3,128,1
4,127,1
5,127,1
6,127,1
4,128,1
2,128,1
1,128,1
0,128,1
2,129,1
5,128,1
3,129,1
4,129,1
1,129,1
0,129,1
1,130,1
1,131,1
2,130,1
3,130,1
4,130,1
5,129,1
1,132,1
2,131,1
3,131,1
4,131,1
2,132,1
3,132,1
3,133,1
4,132,1
4,133,1
2,133,1
1,133,1
2,134,1
3,134,1
4,134,1
1,134,1
1,135,1
1,136,1
2,135,1
3,135,1
4,135,1
1,137,1
2,136,1
3,136,1
4,136,1
2,137,1
3,137,1
3,138,1
4,137,1
4,138,1
2,138,1
1,138,1
2,139,1
3,139,1
4,139,1
1,139,1
1,140,1
1,141,1
2,140,1
3,140,1
4,140,1
2,141,1
3,141,1
2,142,1
34,114,2
35,112,2
35,113,2
35,114,2
35,115,2
36,111,2
36,112,2
36,113,2
36,114,2
36,115,2
37,110,2
37,111,2
37,112,2
37,113,2
37,114,2
38,111,2
38,112,2
38,113,2
39,112,2
39,113,2
38,30,3
38,31,3
38,32,3
38,33,3
39,29,3
39,30,3
39,31,3
39,32,3
39,33,3
39,34,3
40,29,3
40,30,3
40,31,3
40,32,3
40,33,3
41,29,3
41,30,3
41,31,3
41,32,3
42,30,3
42,31,3
42,32,3
43,30,3
43,31,3
43,32,3
44,30,3
44,31,3
44,32,3
45,29,3
45,30,3
45,31,3
45,32,3
45,33,3
46,29,3
46,30,3
46,31,3
46,32,3
46,33,3
47,30,3
47,31,3
47,32,3
47,28,3
47,29,3
47,33,3
48,30,3
48,31,3
48,32,3
48,28,3
48,29,3
48,33,3
49,30,3
49,31,3
49,32,3
49,28,3
49,29,3
50,29,3
49,33,3
50,30,3
50,31,3
50,32,3
50,33,3
51,29,3
51,30,3
51,31,3
51,32,3
51,33,3
52,30,3
52,31,3
52,32,3
52,29,3
53,30,3
53,31,3
53,32,3
53,28,3
53,29,3
53,27,3
54,29,3
55,30,3
56,30,3
57,30,3
58,30,3
59,30,3
60,30,3
61,29,3
61,30,3
61,31,3
62,28,3
62,29,3
62,30,3
62,31,3
62,32,3
62,33,3
63,27,3
63,28,3
63,29,3
63,30,3
63,31,3
63,32,3
63,33,3
64,30,3
63,26,3
63,34,3
64,27,3
64,28,3
64,29,3
64,31,3
64,32,3
64,33,3
65,30,3
63,25,3
64,25,3
64,26,3
65,26,3
65,27,3
65,28,3
65,29,3
65,31,3
65,32,3
66,29,3
64,34,3
65,33,3
66,30,3
65,34,3
66,31,3
64,24,3
65,24,3
65,25,3
66,25,3
66,26,3
66,27,3
66,28,3
67,28,3
66,32,3
67,29,3
66,33,3
67,30,3
66,34,3
67,31,3
67,32,3
67,33,3
64,23,3
65,23,3
66,23,3
66,24,3
67,26,3
67,27,3
68,27,3
68,28,3
68,29,3
68,30,3
68,31,3
68,32,3
69,30,3
64,22,3
65,22,3
66,22,3
69,28,3
69,29,3
69,31,3
70,30,3
64,21,3
65,21,3
66,21,3
67,22,3
64,20,3
67,21,3
68,22,3
70,29,3
70,31,3
71,29,3
71,30,3
71,31,3
64,19,3
65,20,3
66,20,3
67,20,3
68,21,3
65,19,3
68,20,3
69,21,3
72,30,3
72,31,3
64,18,3
66,19,3
67,19,3
65,18,3
68,19,3
69,20,3
66,18,3
69,19,3
70,20,3
70,21,3
73,30,3
73,31,3
64,17,3
67,18,3
65,17,3
68,18,3
66,17,3
69,18,3
70,19,3
74,31,3
64,16,3
67,17,3
65,16,3
68,17,3
66,16,3
69,17,3
70,18,3
71,21,3
71,19,3
71,20,3
67,16,3
70,17,3
71,18,3
72,21,3
72,19,3
72,20,3
65,15,3
66,15,3
67,15,3
68,16,3
69,16,3
70,16,3
71,17,3
72,18,3
73,21,3
65,14,3
68,15,3
71,16,3
72,17,3
73,20,3
73,18,3
73,19,3
74,21,3
66,14,3
67,14,3
69,15,3
65,13,3
68,14,3
73,17,3
74,20,3
66,13,3
74,19,3
74,17,3
74,18,3
75,20,3
75,21,3
67,13,3
65,12,3
68,13,3
66,12,3
69,13,3
75,19,3
67,12,3
65,11,3
68,12,3
66,11,3
69,12,3
75,18,3
75,22,3
76,21,3
75,17,3
76,19,3
76,20,3
67,11,3
70,12,3
76,18,3
76,22,3
77,21,3
76,17,3
77,19,3
77,20,3
68,11,3
66,10,3
69,11,3
67,10,3
70,11,3
77,18,3
77,22,3
78,21,3
68,10,3
74,12,3
77,17,3
78,20,3
78,18,3
78,19,3
78,22,3
79,21,3
66,9,3
69,10,3
67,9,3
70,10,3
68,9,3
79,20,3
66,8,3
69,9,3
79,19,3
79,18,3
79,22,3
80,20,3
80,21,3
67,8,3
70,9,3
68,8,3
66,7,3
69,8,3
80,19,3
67,7,3
68,7,3
66,6,3
69,7,3
80,22,3
81,21,3
75,12,3
81,19,3
81,20,3
67,6,3
74,11,3
81,22,3
82,21,3
76,12,3
82,19,3
82,20,3
68,6,3
66,5,3
69,6,3
67,5,3
75,11,3
83,21,3
68,5,3
83,20,3
83,19,3
84,21,3
69,5,3
67,4,3
68,4,3
84,20,3
66,3,3
69,4,3
84,19,3
84,18,3
85,20,3
85,21,3
67,3,3
70,4,3
68,3,3
71,4,3
66,2,3
69,3,3
72,4,3
85,19,3
67,2,3
70,3,3
68,2,3
71,3,3
65,2,3
66,1,3
69,2,3
72,3,3
73,4,3
85,18,3
86,21,3
86,19,3
86,20,3
67,1,3
70,2,3
86,22,3
86,18,3
87,21,3
87,19,3
87,20,3
68,1,3
71,2,3
63,1,3
64,1,3
65,1,3
66,0,3
69,1,3
72,2,3
73,3,3
67,0,3
70,1,3
87,18,3
87,22,3
87,23,3
88,21,3
68,0,3
71,1,3
88,20,3
88,19,3
88,18,3
88,22,3
88,23,3
88,24,3
89,21,3
69,0,3
72,1,3
73,2,3
64,0,3
65,0,3
70,0,3
71,0,3
89,20,3
62,0,3
63,0,3
72,0,3
73,1,3
74,4,3
89,19,3
89,18,3
89,22,3
89,23,3
90,20,3
89,24,3
90,21,3
74,2,3
74,3,3
75,4,3
75,2,3
75,3,3
76,3,3
90,19,3
61,0,3
90,18,3
90,22,3
90,23,3
90,24,3
91,21,3
91,19,3
91,20,3
91,22,3
91,18,3
91,23,3
91,24,3
92,21,3
92,19,3
92,20,3
58,1,3
59,0,3
59,1,3
60,0,3
60,1,3
92,18,3
92,22,3
92,23,3
93,21,3
93,20,3
93,19,3
93,18,3
93,22,3
93,23,3
94,21,3
93,17,3
94,20,3
57,0,3
58,0,3
94,19,3
94,18,3
94,22,3
94,17,3
95,20,3
95,21,3
94,16,3
95,19,3
95,18,3
95,22,3
93,28,3
96,21,3
95,16,3
95,17,3
96,19,3
96,20,3
95,15,3
96,18,3
91,29,3
94,28,3
97,21,3
96,16,3
96,17,3
97,19,3
97,20,3
96,15,3
97,18,3
98,21,3
97,17,3
98,20,3
97,16,3
98,19,3
98,18,3
99,21,3
98,17,3
99,20,3
52,0,3
53,0,3
53,1,3
54,0,3
54,1,3
55,0,3
55,1,3
56,0,3
56,1,3
56,2,3
57,1,3
99,19,3
99,18,3
100,20,3
100,21,3
100,19,3
100,18,3
100,22,3
90,30,3
91,30,3
91,31,3
92,29,3
92,30,3
92,31,3
93,29,3
93,30,3
93,31,3
94,29,3
94,30,3
94,31,3
95,28,3
95,29,3
95,30,3
95,31,3
96,29,3
96,30,3
97,29,3
97,30,3
101,21,3
100,17,3
101,19,3
101,20,3
101,18,3
98,29,3
98,30,3
101,22,3
102,21,3
101,17,3
102,19,3
102,20,3
102,18,3
102,22,3
102,23,3
103,21,3
102,17,3
103,20,3
103,19,3
103,18,3
103,22,3
103,23,3
104,21,3
103,17,3
104,20,3
47,0,3
48,0,3
48,1,3
48,2,3
48,3,3
49,0,3
49,1,3
49,2,3
49,3,3
50,0,3
50,1,3
50,2,3
50,3,3
51,0,3
51,1,3
51,2,3
52,1,3
104,19,3
104,18,3
104,22,3
105,20,3
105,21,3
105,19,3
105,18,3
105,22,3
99,29,3
99,30,3
100,29,3
100,30,3
106,21,3
106,19,3
106,20,3
106,18,3
106,22,3
107,21,3
107,19,3
107,20,3
107,18,3
108,21,3
108,20,3
108,19,3
108,18,3
108,17,3
109,20,3
42,0,3
43,0,3
43,1,3
43,2,3
43,3,3
44,0,3
44,1,3
44,2,3
44,3,3
44,4,3
45,0,3
45,1,3
45,2,3
45,3,3
45,4,3
46,0,3
46,1,3
46,2,3
46,3,3
46,4,3
47,1,3
47,2,3
47,3,3
44,5,3
109,19,3
109,18,3
109,17,3
110,19,3
110,18,3
110,16,3
110,17,3
111,18,3
111,16,3
111,17,3
111,15,3
112,18,3
112,17,3
112,16,3
112,15,3
113,18,3
113,17,3
38,0,3
39,0,3
39,1,3
40,0,3
40,1,3
40,2,3
41,0,3
41,1,3
41,2,3
42,1,3
42,2,3
42,3,3
43,4,3
113,16,3
114,18,3
114,17,3
115,18,3
115,17,3
116,18,3
116,17,3
117,18,3
117,17,3
118,18,3
118,17,3
118,19,3
119,18,3
119,17,3
119,19,3
120,18,3
120,17,3
120,19,3
121,18,3
121,17,3
117,23,3
121,19,3
122,18,3
118,23,3
118,24,3
119,23,3
119,24,3
120,24,3
117,24,3
119,28,3
121,24,3
121,27,3
122,24,3
122,25,3
122,26,3
122,27,3
123,24,3
123,25,3
124,23,3
119,29,3
120,28,3
121,28,3
122,28,3
123,27,3
124,24,3
120,29,3
123,28,3
124,25,3
125,24,3
115,29,3
115,30,3
116,29,3
116,30,3
117,29,3
118,29,3
118,30,3
119,30,3
120,30,3
120,31,3
121,29,3
121,30,3
121,31,3
121,32,3
122,29,3
122,30,3
122,31,3
122,32,3
123,29,3
123,30,3
123,31,3
124,28,3
125,23,3
126,24,3
124,29,3
124,30,3
124,31,3
125,29,3
125,30,3
126,23,3
127,24,3
126,29,3
125,31,3
126,30,3
127,23,3
128,24,3
128,23,3
129,23,3
114,29,3
126,31,3
127,30,3
129,24,3
129,25,3
130,24,3
110,29,3
111,29,3
111,30,3
111,31,3
112,29,3
112,30,3
112,31,3
113,29,3
113,30,3
113,31,3
114,30,3
114,31,3
110,30,3
128,19,3
130,23,3
130,22,3
130,25,3
131,24,3
129,19,3
131,23,3
131,22,3
131,25,3
132,24,3
131,29,3
131,30,3
127,18,3
130,19,3
132,23,3
132,22,3
132,25,3
132,26,3
133,24,3
128,18,3
133,23,3
129,18,3
133,25,3
109,29,3
110,31,3
110,32,3
132,30,3
132,28,3
134,24,3
132,29,3
133,28,3
106,29,3
106,30,3
106,31,3
107,28,3
107,29,3
107,30,3
107,31,3
107,32,3
108,28,3
108,29,3
108,30,3
108,31,3
108,32,3
109,28,3
109,30,3
109,31,3
109,32,3
128,17,3
129,17,3
130,17,3
130,18,3
131,17,3
131,18,3
132,18,3
133,29,3
134,29,3
133,30,3
42,69,4
42,70,4
43,69,4
43,70,4
43,71,4
44,69,4
44,70,4
44,71,4
44,72,4
45,68,4
45,69,4
45,70,4
45,71,4
45,72,4
46,68,4
46,69,4
46,70,4
46,71,4
47,68,4
47,69,4
47,70,4
47,71,4
48,69,4
48,70,4
48,68,4
49,69,4
49,70,4
49,68,4
50,69,4
50,70,4
51,69,4
51,70,4
52,70,4
53,70,4
55,69,4
55,70,4
56,69,4
56,70,4
57,68,4
57,69,4
57,70,4
57,71,4
58,67,4
58,68,4
58,69,4
58,70,4
58,71,4
59,66,4
59,67,4
59,68,4
59,69,4
59,70,4
59,71,4
59,72,4
